car_flag,gps_date_time,lng,lat,line_id,line_version,station_no
12034,20201210073402,105.467338,28.954052,2591,2006101042,0
12034,20201210073422,105.467542,28.95346,2591,2006101042,0
12034,20201210073937,105.467655,28.95318,2591,2006101042,0
12034,20201210073952,105.467673,28.953118,2591,2006101042,0
12034,20201210074022,105.46787,28.952648,2591,2006101042,0
12034,20201210074031,105.468363,28.951513,2591,2006101042,1
12034,20201210074052,105.468238,28.9506,2591,2006101042,1
12034,20201210074107,105.466733,28.950082,2591,2006101042,1
12034,20201210074122,105.465242,28.949583,2591,2006101042,1
12034,20201210074137,105.463742,28.949137,2591,2006101042,1
12034,20201210074152,105.462787,28.94937,2591,2006101042,1
12034,20201210074207,105.462355,28.9506,2591,2006101042,1
12034,20201210074222,105.462025,28.951927,2591,2006101042,1
12034,20201210074237,105.461848,28.953265,2591,2006101042,1
12034,20201210074252,105.461817,28.954633,2591,2006101042,1
12034,20201210074307,105.461828,28.955975,2591,2006101042,1
12034,20201210074322,105.461833,28.956693,2591,2006101042,1
12034,20201210074437,105.461818,28.956963,2591,2006101042,1
12034,20201210074452,105.460772,28.957285,2591,2006101042,1
12034,20201210074507,105.459303,28.957413,2591,2006101042,1
12034,20201210074522,105.457713,28.957573,2591,2006101042,2
12034,20201210074537,105.457238,28.957598,2591,2006101042,2
12034,20201210074552,105.45584,28.957718,2591,2006101042,2
12034,20201210074607,105.453967,28.95789,2591,2006101042,2
12034,20201210074622,105.452083,28.95806,2591,2006101042,3
12034,20201210074637,105.450575,28.958198,2591,2006101042,3
12034,20201210074652,105.450367,28.958202,2591,2006101042,3
12034,20201210074707,105.449277,28.958268,2591,2006101042,3
12034,20201210074722,105.448702,28.957653,2591,2006101042,3
12034,20201210074737,105.448178,28.956432,2591,2006101042,3
12034,20201210074752,105.447937,28.95594,2591,2006101042,4
12034,20201210074807,105.447668,28.955255,2591,2006101042,4
12034,20201210074822,105.447057,28.954085,2591,2006101042,4
12034,20201210074837,105.446408,28.95287,2591,2006101042,4
12034,20201210074852,105.445963,28.952087,2591,2006101042,5
12034,20201210074907,105.445635,28.951577,2591,2006101042,5
12034,20201210074922,105.445635,28.951575,2591,2006101042,5
12034,20201210074952,105.445383,28.951002,2591,2006101042,5
12034,20201210075007,105.445183,28.95041,2591,2006101042,5
12034,20201210075022,105.445177,28.95041,2591,2006101042,5
12034,20201210075037,105.445082,28.950033,2591,2006101042,6
12034,20201210075052,105.44487,28.949232,2591,2006101042,6
12034,20201210075107,105.444863,28.949185,2591,2006101042,6
12034,20201210075137,105.444838,28.948855,2591,2006101042,6
12034,20201210075152,105.444608,28.947967,2591,2006101042,6
12034,20201210075207,105.444357,28.946832,2591,2006101042,6
12034,20201210075221,105.44407,28.94578,2591,2006101042,7
12034,20201210075236,105.444067,28.945765,2591,2006101042,7
12034,20201210075251,105.444037,28.945527,2591,2006101042,7
12034,20201210075307,105.443088,28.945257,2591,2006101042,8
12034,20201210075322,105.442602,28.945227,2591,2006101042,8
12034,20201210075337,105.441408,28.945163,2591,2006101042,8
12034,20201210075352,105.43976,28.945082,2591,2006101042,8
12034,20201210075407,105.438017,28.944995,2591,2006101042,9
12034,20201210075422,105.437578,28.944968,2591,2006101042,9
12034,20201210075437,105.436143,28.9449,2591,2006101042,9
12034,20201210075452,105.43426,28.944983,2591,2006101042,9
12034,20201210075507,105.432365,28.945425,2591,2006101042,9
12034,20201210075522,105.430687,28.945777,2591,2006101042,9
12034,20201210075537,105.429805,28.945083,2591,2006101042,10
12034,20201210075552,105.429663,28.944917,2591,2006101042,10
12034,20201210075607,105.428988,28.944153,2591,2006101042,10
12034,20201210075622,105.427943,28.943133,2591,2006101042,10
12034,20201210075637,105.42685,28.942017,2591,2006101042,11
12034,20201210075652,105.42642,28.941633,2591,2006101042,11
12034,20201210075707,105.426128,28.941377,2591,2006101042,11
12034,20201210075722,105.42518,28.940668,2591,2006101042,11
12034,20201210075737,105.423805,28.939887,2591,2006101042,11
12034,20201210075752,105.422258,28.93902,2591,2006101042,11
12034,20201210075807,105.4208,28.938195,2591,2006101042,11
12034,20201210075822,105.419695,28.937537,2591,2006101042,12
12034,20201210075837,105.418995,28.937202,2591,2006101042,12
12034,20201210075907,105.418653,28.936955,2591,2006101042,12
12034,20201210075922,105.417325,28.936232,2591,2006101042,12
12034,20201210075937,105.415747,28.935338,2591,2006101042,12
12034,20201210075952,105.414237,28.93445,2591,2006101042,12
12034,20201210080007,105.41313,28.933783,2591,2006101042,12
12034,20201210080022,105.412732,28.933543,2591,2006101042,12
12034,20201210080037,105.41165,28.932923,2591,2006101042,13
12034,20201210080052,105.41157,28.93287,2591,2006101042,13
