car_flag,gps_date_time,lng,lat,line_id,line_version,station_no
22005,20201210073726,105.528248,28.788583,251,2010251625,0
22005,20201210073743,105.528313,28.788468,251,2010251625,0
22005,20201210073847,105.528192,28.788313,251,2010251625,1
22005,20201210073903,105.527843,28.788752,251,2010251625,1
22005,20201210073919,105.52723,28.789513,251,2010251625,1
22005,20201210073936,105.527265,28.790388,251,2010251625,1
22005,20201210073952,105.526673,28.791227,251,2010251625,2
22005,20201210074008,105.526172,28.792108,251,2010251625,2
22005,20201210074025,105.525313,28.79275,251,2010251625,2
22005,20201210074041,105.524477,28.79353,251,2010251625,2
22005,20201210074057,105.52396,28.794347,251,2010251625,3
22005,20201210074114,105.523327,28.795018,251,2010251625,3
22005,20201210074130,105.522885,28.795942,251,2010251625,3
22005,20201210074146,105.522055,28.796625,251,2010251625,3
22005,20201210074203,105.521893,28.797777,251,2010251625,3
22005,20201210074219,105.52113,28.798497,251,2010251625,4
22005,20201210074236,105.521,28.799455,251,2010251625,4
22005,20201210074252,105.520093,28.800038,251,2010251625,4
22005,20201210074308,105.519402,28.800667,251,2010251625,4
22005,20201210074324,105.518713,28.801272,251,2010251625,5
22005,20201210074340,105.518018,28.80213,251,2010251625,5
22005,20201210074356,105.517825,28.80311,251,2010251625,5
22005,20201210074413,105.517448,28.804015,251,2010251625,6
22005,20201210074429,105.517272,28.804643,251,2010251625,6
22005,20201210074445,105.517323,28.805675,251,2010251625,6
22005,20201210074501,105.517152,28.806707,251,2010251625,6
22005,20201210074518,105.517667,28.8075,251,2010251625,6
22005,20201210074534,105.517892,28.807825,251,2010251625,6
22005,20201210074550,105.517925,28.808193,251,2010251625,7
22005,20201210074606,105.517222,28.808583,251,2010251625,7
22005,20201210074623,105.516098,28.808658,251,2010251625,7
22005,20201210074639,105.515057,28.808892,251,2010251625,7
22005,20201210074655,105.514177,28.808375,251,2010251625,7
22005,20201210074712,105.513182,28.808522,251,2010251625,7
22005,20201210074728,105.51221,28.808538,251,2010251625,7
22005,20201210074744,105.511597,28.808622,251,2010251625,8
22005,20201210074800,105.510698,28.80845,251,2010251625,8
22005,20201210074817,105.509697,28.808323,251,2010251625,8
22005,20201210074834,105.508773,28.808197,251,2010251625,8
22005,20201210074850,105.507843,28.808433,251,2010251625,8
22005,20201210074906,105.506782,28.808413,251,2010251625,9
22005,20201210074922,105.506118,28.808152,251,2010251625,9
22005,20201210074939,105.505793,28.808082,251,2010251625,9
22005,20201210074955,105.504768,28.80806,251,2010251625,9
22005,20201210075012,105.503568,28.808135,251,2010251625,9
22005,20201210075028,105.502443,28.808127,251,2010251625,10
22005,20201210075044,105.501393,28.808193,251,2010251625,10
22005,20201210075100,105.500117,28.808042,251,2010251625,11
22005,20201210075117,105.499125,28.807752,251,2010251625,11
22005,20201210075133,105.498243,28.808105,251,2010251625,11
22005,20201210075149,105.49715,28.807802,251,2010251625,11
22005,20201210075206,105.496098,28.807622,251,2010251625,11
22005,20201210075222,105.495083,28.807958,251,2010251625,12
22005,20201210075238,105.494748,28.808018,251,2010251625,12
22005,20201210075255,105.494552,28.807982,251,2010251625,12
22005,20201210075311,105.493672,28.807808,251,2010251625,12
22005,20201210075327,105.49268,28.808033,251,2010251625,12
22005,20201210075343,105.491848,28.808052,251,2010251625,12
22005,20201210075359,105.490827,28.808258,251,2010251625,12
22005,20201210075415,105.489768,28.808227,251,2010251625,12
22005,20201210075432,105.488533,28.808293,251,2010251625,12
22005,20201210075448,105.48758,28.80868,251,2010251625,13
22005,20201210075504,105.486985,28.808793,251,2010251625,13
22005,20201210075521,105.486592,28.8088,251,2010251625,13
22005,20201210075537,105.485563,28.80881,251,2010251625,13
22005,20201210075553,105.484547,28.808905,251,2010251625,13
22005,20201210075609,105.483518,28.809102,251,2010251625,13
22005,20201210075626,105.482365,28.809025,251,2010251625,13
22005,20201210075642,105.481263,28.809088,251,2010251625,13
22005,20201210075658,105.480833,28.808917,251,2010251625,14
22005,20201210075731,105.48071,28.808857,251,2010251625,14
22005,20201210075747,105.480073,28.808867,251,2010251625,14
22005,20201210075803,105.479083,28.809038,251,2010251625,14
22005,20201210075820,105.477888,28.80925,251,2010251625,15
22005,20201210075836,105.477018,28.809627,251,2010251625,15
22005,20201210075853,105.475975,28.810023,251,2010251625,15
22005,20201210075909,105.474992,28.810123,251,2010251625,15
22005,20201210075925,105.474135,28.810693,251,2010251625,15
22005,20201210075941,105.473347,28.811058,251,2010251625,15
22005,20201210075958,105.472965,28.811443,251,2010251625,15
22005,20201210080014,105.472383,28.811897,251,2010251625,15
22005,20201210080030,105.471885,28.812293,251,2010251625,16
22005,20201210080046,105.471722,28.812408,251,2010251625,16
22005,20201210080103,105.471135,28.812852,251,2010251625,16
22005,20201210080119,105.47071,28.813202,251,2010251625,16
22005,20201210080135,105.470275,28.813535,251,2010251625,16
22005,20201210080151,105.470107,28.813652,251,2010251625,16
22005,20201210080208,105.469988,28.813693,251,2010251625,16
22005,20201210080224,105.469357,28.813797,251,2010251625,17
22005,20201210080240,105.468938,28.813852,251,2010251625,17
22005,20201210080346,105.468648,28.813852,251,2010251625,17
22005,20201210080402,105.468218,28.814458,251,2010251625,17
22005,20201210080419,105.467618,28.81481,251,2010251625,18
22005,20201210080435,105.46706,28.814632,251,2010251625,18
22005,20201210080508,105.466738,28.81453,251,2010251625,18
22005,20201210080524,105.466058,28.814752,251,2010251625,18
22005,20201210080540,105.465485,28.815192,251,2010251625,18
22005,20201210080557,105.464967,28.815775,251,2010251625,18
22005,20201210080613,105.464268,28.816343,251,2010251625,18
22005,20201210080629,105.46421,28.816792,251,2010251625,18
22005,20201210080646,105.464318,28.81736,251,2010251625,19
22005,20201210080702,105.463855,28.81801,251,2010251625,19
22005,20201210080718,105.463483,28.818648,251,2010251625,20
22005,20201210080735,105.463472,28.819392,251,2010251625,20
22005,20201210080751,105.46286,28.820048,251,2010251625,20
22005,20201210080807,105.462375,28.820798,251,2010251625,20
22005,20201210080823,105.462117,28.821543,251,2010251625,20
22005,20201210080840,105.461585,28.822198,251,2010251625,21
22005,20201210080856,105.461092,28.822982,251,2010251625,21
22005,20201210080912,105.460525,28.823542,251,2010251625,21
22005,20201210080929,105.460435,28.824393,251,2010251625,21
22005,20201210080945,105.459885,28.824942,251,2010251625,22
22005,20201210081001,105.459543,28.825107,251,2010251625,22
22005,20201210081017,105.459368,28.82521,251,2010251625,22
22005,20201210081034,105.458922,28.825832,251,2010251625,22
22005,20201210081050,105.458157,28.825985,251,2010251625,22
22005,20201210081106,105.457638,28.826577,251,2010251625,23
22005,20201210081123,105.457197,28.826533,251,2010251625,23
22005,20201210081139,105.457093,28.826443,251,2010251625,23
22005,20201210081155,105.456423,28.826055,251,2010251625,23
22005,20201210081212,105.455517,28.826172,251,2010251625,23
22005,20201210081228,105.454777,28.826072,251,2010251625,23
22005,20201210081244,105.453992,28.826217,251,2010251625,24
22005,20201210081301,105.453347,28.826027,251,2010251625,24
22005,20201210081317,105.452573,28.825652,251,2010251625,24
22005,20201210081333,105.45173,28.825675,251,2010251625,24
22005,20201210081349,105.450988,28.826143,251,2010251625,24
22005,20201210081405,105.45043,28.826875,251,2010251625,24
22005,20201210081421,105.449832,28.826735,251,2010251625,25
22005,20201210081438,105.449143,28.826955,251,2010251625,25
22005,20201210081454,105.449025,28.826967,251,2010251625,25
22005,20201210081510,105.448285,28.82693,251,2010251625,25
22005,20201210081526,105.447708,28.827293,251,2010251625,25
22005,20201210081543,105.4474,28.828177,251,2010251625,25
22005,20201210081559,105.44708,28.829072,251,2010251625,25
22005,20201210081615,105.446718,28.830115,251,2010251625,25
22005,20201210081632,105.446405,28.831125,251,2010251625,25
22005,20201210081648,105.446152,28.831938,251,2010251625,26
22005,20201210081704,105.445618,28.83331,251,2010251625,26
22005,20201210081721,105.445172,28.834622,251,2010251625,26
22005,20201210081737,105.444913,28.83566,251,2010251625,27
22005,20201210081753,105.444605,28.836468,251,2010251625,27
22005,20201210081809,105.444247,28.837882,251,2010251625,27
22005,20201210081826,105.443942,28.839438,251,2010251625,27
22005,20201210081842,105.44378,28.84046,251,2010251625,27
22005,20201210081859,105.443667,28.84146,251,2010251625,27
22005,20201210081915,105.443627,28.842485,251,2010251625,28
22005,20201210081931,105.44351,28.843135,251,2010251625,28
22005,20201210081948,105.443293,28.8445,251,2010251625,28
22005,20201210082004,105.443093,28.846113,251,2010251625,28
22005,20201210082021,105.442952,28.847727,251,2010251625,28
22005,20201210082037,105.442913,28.848143,251,2010251625,28
22005,20201210082142,105.442902,28.848272,251,2010251625,28
22005,20201210082158,105.442477,28.848622,251,2010251625,28
22005,20201210082214,105.440967,28.849032,251,2010251625,28
22005,20201210082231,105.439543,28.849425,251,2010251625,28
22005,20201210082247,105.438375,28.849743,251,2010251625,29
22005,20201210082303,105.438263,28.849765,251,2010251625,29
22005,20201210082303,105.438375,28.849743,251,2010251625,29
22005,20201210082320,105.43764,28.849927,251,2010251625,29
22005,20201210082336,105.436352,28.850252,251,2010251625,29
22005,20201210082352,105.434783,28.850685,251,2010251625,29
22005,20201210082408,105.43425,28.850842,251,2010251625,29
22005,20201210082545,105.433758,28.85103,251,2010251625,29
22005,20201210082602,105.432755,28.851708,251,2010251625,30
22005,20201210082618,105.432535,28.851985,251,2010251625,30
22005,20201210082634,105.432055,28.852543,251,2010251625,30
22005,20201210082651,105.431627,28.853072,251,2010251625,30
22005,20201210082707,105.431135,28.853758,251,2010251625,30
22005,20201210082723,105.431902,28.854497,251,2010251625,30
22005,20201210082740,105.433117,28.85543,251,2010251625,30
22005,20201210082756,105.434092,28.85611,251,2010251625,30
22005,20201210082812,105.435093,28.856638,251,2010251625,30
22005,20201210082829,105.435588,28.856867,251,2010251625,30
22005,20201210082901,105.436305,28.857108,251,2010251625,30
22005,20201210082918,105.436565,28.857083,251,2010251625,30
22005,20201210082934,105.436502,28.85628,251,2010251625,30
22005,20201210082950,105.435698,28.855768,251,2010251625,30
22005,20201210083006,105.434882,28.855877,251,2010251625,30
22005,20201210083023,105.434743,28.855708,251,2010251625,30
22005,20201210083023,105.434882,28.855877,251,2010251625,30
22005,20201210083035,105.434743,28.855708,251,2010251625,30
22005,20201210083144,105.434777,28.855618,251,2010251625,30
22005,20201210083233,105.43495,28.855377,251,2010251625,30
22005,20201210083249,105.435507,28.855418,251,2010251625,30
22005,20201210083306,105.435927,28.855388,251,2010251625,30
22005,20201210083322,105.435927,28.855385,251,2010251625,30
22005,20201210084010,105.435702,28.855385,251,2010251625,30
22005,20201210084026,105.435218,28.855608,251,2010251625,30
