car_flag,gps_date_time,lng,lat,line_id,line_version,station_no
42084,20201210055610,105.43629,28.855823,31,1801111414,0
42084,20201210055835,105.437887,28.857633,31,1801111414,0
42084,20201210055850,105.439203,28.858245,31,1801111414,0
42084,20201210055905,105.440298,28.859072,31,1801111414,0
42084,20201210055920,105.439612,28.859508,31,1801111414,0
42084,20201210055935,105.43819,28.859588,31,1801111414,0
42084,20201210055950,105.436715,28.859488,31,1801111414,0
42084,20201210060005,105.435508,28.86016,31,1801111414,0
42084,20201210060020,105.434123,28.859942,31,1801111414,0
42084,20201210060028,105.432775,28.85942,31,1801111414,0
42084,20201210060152,105.426272,28.857365,31,1801111414,0
42084,20201210060207,105.425018,28.858148,31,1801111414,0
42084,20201210060222,105.423768,28.858592,31,1801111414,0
42084,20201210060237,105.422323,28.858275,31,1801111414,0
42084,20201210060252,105.420837,28.858138,31,1801111414,0
42084,20201210060307,105.419488,28.858045,31,1801111414,0
42084,20201210060322,105.418033,28.857933,31,1801111414,0
42084,20201210060337,105.416573,28.85781,31,1801111414,0
42084,20201210060352,105.415848,28.85775,31,1801111414,0
42084,20201210060407,105.414673,28.857458,31,1801111414,0
42084,20201210060422,105.41339,28.857022,31,1801111414,0
42084,20201210060437,105.412,28.856867,31,1801111414,0
42084,20201210060452,105.41057,28.856647,31,1801111414,0
42084,20201210060507,105.409102,28.8563,31,1801111414,0
42084,20201210060522,105.407702,28.8559,31,1801111414,0
42084,20201210060537,105.40684,28.854905,31,1801111414,0
42084,20201210060552,105.405622,28.854195,31,1801111414,0
42084,20201210060607,105.404165,28.853933,31,1801111414,0
42084,20201210060622,105.402963,28.853153,31,1801111414,0
42084,20201210060637,105.401665,28.852547,31,1801111414,0
42084,20201210060652,105.400793,28.85154,31,1801111414,0
42084,20201210060707,105.399382,28.851118,31,1801111414,0
42084,20201210060722,105.398597,28.850085,31,1801111414,0
42084,20201210060737,105.39795,28.849025,31,1801111414,0
42084,20201210060752,105.397022,28.848102,31,1801111414,0
42084,20201210060807,105.39585,28.847332,31,1801111414,0
42084,20201210060822,105.394532,28.846662,31,1801111414,0
42084,20201210060837,105.393102,28.846335,31,1801111414,0
42084,20201210060852,105.391632,28.846127,31,1801111414,0
42084,20201210060907,105.390147,28.845912,31,1801111414,0
42084,20201210060922,105.38868,28.84567,31,1801111414,0
42084,20201210060937,105.38733,28.84531,31,1801111414,0
42084,20201210060952,105.386642,28.845137,31,1801111414,0
42084,20201210061007,105.38589,28.845078,31,1801111414,0
42084,20201210061022,105.38465,28.844887,31,1801111414,0
42084,20201210061037,105.383413,28.844342,31,1801111414,0
42084,20201210061052,105.382407,28.843545,31,1801111414,0
42084,20201210061107,105.381477,28.843727,31,1801111414,0
42084,20201210061122,105.380322,28.844013,31,1801111414,0
42084,20201210061137,105.379168,28.844013,31,1801111414,0
42084,20201210061152,105.377947,28.844095,31,1801111414,0
42084,20201210061207,105.376795,28.84439,31,1801111414,0
42084,20201210061222,105.375678,28.84476,31,1801111414,0
42084,20201210061237,105.37476,28.845168,31,1801111414,0
42084,20201210061252,105.37369,28.844952,31,1801111414,0
42084,20201210061307,105.372642,28.844253,31,1801111414,0
42084,20201210061322,105.371547,28.843623,31,1801111414,0
42084,20201210061337,105.370378,28.842877,31,1801111414,0
42084,20201210061352,105.369342,28.842047,31,1801111414,0
42084,20201210061407,105.368293,28.841208,31,1801111414,0
42084,20201210061422,105.367297,28.840403,31,1801111414,0
42084,20201210061437,105.366538,28.839485,31,1801111414,0
42084,20201210061452,105.365825,28.838492,31,1801111414,0
42084,20201210061507,105.365113,28.837497,31,1801111414,0
42084,20201210061522,105.364788,28.837072,31,1801111414,0
42084,20201210061537,105.364785,28.83706,31,1801111414,0
42084,20201210061552,105.364815,28.837077,31,1801111414,0
42084,20201210061607,105.364862,28.837123,31,1801111414,0
42084,20201210061622,105.365212,28.837595,31,1801111414,0
